KEY,Japanese
exchange.ticket_list.tab.costume_body, 衣装
exchange.ticket_list.tab.costume_set, 衣装セット
exchange.ticket_list.tab.item, アイテム
exchange.ticket_list.tab.memory, メモリー
exchange.ticket_list.owned, 所持済み
exchange.ticket_list.consumption_less, 交換アイテムが不足しています
exchange.ticket_confirm.title, 交換確認
exchange.ticket_confirm.description, {0}を消費して、\n以下の{1}と交換しますか？
exchange.ticket_confirm.idol_card_skin_to_piece, 獲得済みのプロデュースアイドルです。\nピースに変換して獲得します。
exchange.ticket_confirm.submit, 交換する
exchange.ticket_confirm.reward.idol_card, プロデュースアイドル
exchange.ticket_confirm.reward.idol_card_piece, プロデュースアイドルピース
exchange.ticket_confirm.reward.support_card, サポートカード
exchange.ticket_confirm.reward.memory, メモリー
exchange.ticket_confirm.reward.item, アイテム
exchange.ticket_confirm.reward.costume, 衣装
exchange.ticket_confirm.attention.idol_card_to_piece, 獲得済みのプロデュースアイドルです。\nピースに変換して獲得します。
exchange.ticket_reward.title, 獲得確認
exchange.ticket_reward.description.multiple, 以下を獲得しました
exchange.ticket_reward.description.name, {0}を獲得しました
exchange.ticket_reward.attention, ※所持上限に達しているアイテムはプレゼントに送られます

// 名簿
roster.top.title,名簿
roster.idol_detail.fan,ファン人数
roster.idol_detail.fan.format,"{0:#,0}"
roster.idol_detail.report,レポート
roster.idol_detail.unlock,解放数
roster.idol_detail.voice.common,共通
roster.profile.height,{0}cm
roster.profile.weight,{0}kg
roster.hold,所持数
roster.fraction,{0} / {1}
roster.music.disable.toast,対象のアイドルの楽曲がありません
roster.voice.common.title,共通ボイス
roster.voice.idol_card.title,Pアイドルボイス
roster.idol_card.title,プロデュースアイドル
roster.idol_card.thumbnail.disabled,未解放のプロデュースアイドルです
roster.idol_card.play_directing.button.label,演出
roster.idol_card.play_directing.disabled,未解放です
roster.idol_card.animation.confirm.sheet.title,演出再生確認
roster.idol_card.animation.confirm.sheet.description,どちらの演出を再生しますか？
roster.idol_card.animation.confirm.sheet.gasha.button,ガシャ登場演出
roster.idol_card.animation.confirm.sheet.pidol.button,Pアイドル演出
roster.idol_card.animation.confirm.sheet.pidol.disabled,特訓3段階目で解放

roster.dearness_label,"親愛度 {0}/{1}"
roster.community_label,"親愛度コミュ 第{0}話"

character_detail.type.age,年齢
character_detail.type.birthday,誕生日
character_detail.type.birthplace,出身地
character_detail.type.bloodtype,血液型
character_detail.type.cv,CV
character_detail.type.dominanthand,利き手
character_detail.type.height,身長
character_detail.type.hobby,趣味
character_detail.type.specialskill,特技
character_detail.type.threesize,スリーサイズ
character_detail.type.trouble,悩み
character_detail.type.weight,体重
character_detail.type.zodiacsign,星座
character_detail.type.grade,学年

// ミッション
mission.top.title, ミッション
mission.category.daily,デイリー
mission.category.weekly,ウィークリー
mission.category.normal,ノーマル
mission.category.special,期間限定
mission.button.receive_all,一括受取
mission.toast.received,報酬を受け取りました
mission.toast.received_gift,プレゼントに送られました
mission.remain_time_label,で更新
mission.receive_many,以下の報酬をまとめて受け取りました
mission.receive_many.gift,※所持上限に達しているアイテムはプレゼントに送られました
mission.toast.no_receivable,受取可能なミッションがありません
mission.button.event_mission,イベント限定
mission.button.mission_pass,ミッションパス
mission.progress.point_reward_sheet_title,報酬確認
mission.progress.point_reward_consition,{0}ポイント達成で以下の報酬を獲得できます

期間限定ミッション
mission.special.achievement_reward_condition,全ミッションクリアで報酬獲得
mission.special.receive_achievement_reward,全ミッションクリア報酬を受け取りました
mission.special.empty,開催中のミッションはありません

// ミッション受取完了シート
mission.receive_result_sheet.title,受取完了
mission.receive_result_sheet.description,{0:N0}件の報酬を受け取りました。

// ミッションポイント受取オーバーレイ
mission.point_receive_overlay_title,ポイント報酬獲得
mission.point_receive_overlay_message,報酬は自動で受け取られます

// イベントミッション一覧シート
mission.event_mission_list_sheet.title,イベントミッション
mission.event_mission_list_sheet.end_time_label,終了まで
mission.event_mission_list_sheet.close_time_label,受取期限

// ミッションリスト
mission.mission_list.receive_button,受取
mission.mission_list.detail_button,移動
mission.mission_list.max_point_text.daily,獲得できるデイリーptが最大に達しました
mission.mission_list.max_point_text.weekly,獲得できるウィークリーptが最大に達しました

mission.daily_release_tab.disable.toast,未解放です

// パネルミッション
mission.panel.fraction,<align="left">{0:N0}<align="right">/{1:N0}
mission.panel.page_number,{0}<size=64>枚目

mission.pass.title,ミッションパス
mission.pass.name,{0}Pt
mission.pass.label.normal,通常
mission.pass.label.premium,プレミアム
mission.pass.label.max_reward,最大獲得
mission.pass.label.premium_pass,プレミアムパス
mission.pass.label.premium_pass.buy,パス購入
mission.pass.label.detail,パス詳細
mission.pass.label.release_pt,ジュエルで\n解放する
mission.pass.label.receive,一括受取
mission.pass.label.loop_reward,ループ報酬
mission.pass.cell.receive,受取
mission.pass.cell.received.toast,受取済みです
mission.pass.lock,パス購入で解放されます
mission.pass.receive.title,受取完了
mission.pass.receive.one,アイテムを受け取りました
mission.pass.receive.multi,アイテムをまとめて受け取りました
mission.pass.toast.point_shortage,{0}ポイントが不足しています
mission.pass.toast.no_receivable,受け取れるものがありません
mission.pass.pt,{0:N0}Pt
mission.pass.current,現在ポイント
mission.pass.season_pt,ミッションパスPt
mission.pass.all_get,すべて獲得!
mission.pass.pt.release.title,ミッションパス解放確認
mission.pass.pt.release.description,ジュエルを<color=#u:Negative>{1}</color>個消費して<color=#u:Positive>{0:N0}Pt</color>まで解放しますか？
mission.pass.pt.release.reward,解放される報酬
mission.pass.pt.release.disable,これ以上解放できません
mission.pass.receive.to_present.toast,※所持上限に達しているアイテムはプレゼントに送られます
mission.pass.pt.release.button,解放
mission.pass.pt.to_jewel_shop.button,ジュエル購入へ
mission.pass.no_term,期間なし
mission.pass.out_of_term,期間外
mission.pass.list.sheet.title,ミッションパスリスト
mission.pass.no_pass,開催中のミッションパスがありません

// アチーブメント
achievement.top.title, アチーブメント
achievement.reward, 報酬
achievement.detail.title, アチーブメント詳細
achievement.top.description1, アチーブメントは\n様々な条件を満たすことで\n獲得できます。
achievement.top.description2, 獲得することで\n各種報酬がもらえます。
achievement.top.description3, など
achievement.category.idol, アイドル
achievement.category.produce, プロデュース
achievement.category.other, その他
achievement.setting,アチーブメント設定
achievement.reward.get, New
achievement.reward.upgrade, RANK UP!
achievement.true_end, True Endアチーブメント
achievement.true_end_bonus, True Endボーナス
achievement.true_end.initial_status, 初期ステータス
achievement.true_end.lesson_bonus, レッスンボーナス
achievement.true_end.initial_stamina, 初期体力
achievement.true_end.sub_header, True End条件アチーブメント
achievement.true_end.condition_header, 解放条件
achievement.true_end.condition,  3つのTrue End条件アチーブメントを獲得しプロデュース：定期公演『初』の最終試験で1位になる
achievement.true_end.bonus_rate, +{0}<size=30>%</size>
achievement.true_end.receive.description, True Endボーナスは\n該当アイドルのすべてのプロデュースアイドルに反映されます
achievement.true_end_condition.title, True End条件
achievement.true_end_condition.description, 以下のアチーブメントを獲得し、\nプロデュース：定期公演『初』の最終試験で１位になる
achievement.true_end_condition.achieved, True Endを達成しました
achievement.true_end_condition.achievements, True End条件アチーブメント
achievement.true_end_condition.receive.title1, True End条件
achievement.true_end_condition.receive.title2, アチーブメント達成
achievement.true_end_condition.receive.release.description,True End条件アチーブメント
achievement.master.title, マスターアチーブメント詳細
achievement.master.rank, Rank
achievement.master.star, 獲得合計
achievement.master.reward_button, 報酬
achievement.master.reward_title, 次回ランクアップ報酬
achievement.master.description, マスターアチーブメントは\n獲得したアイドルアチーブメントの\n★の合計数でランクアップしていきます。
achievement.master.breakdown.title, 獲得合計確認
achievement.master.breakdown.total, 獲得合計
achievement.master.breakdown.achievement.total, 合計
achievement.master.reward.title, 報酬確認
achievement.master.reward.description, 一定のランクに到達すると報酬が獲得できます
achievement.cell.common_header, 基本
achievement.cell.idol_card_lock, アイドル未解放
achievement.cell.character_header, {0}  基本アチーブメント
